elapsed_time,player_posx,player_posy,player_rotz,target_posx,target_posy,target_rotz
0.100,25.241,-401.012,-148.441,535.861,403.687,114.347
0.200,25.241,-401.012,-148.441,535.861,403.687,114.347
0.300,25.241,-401.012,-148.441,535.861,403.687,114.347
0.400,25.241,-401.012,-148.441,535.861,403.687,114.347
0.500,25.241,-401.012,-148.441,535.861,403.687,114.347
0.600,25.241,-401.012,-148.441,535.861,403.687,114.347
0.700,25.241,-401.012,-148.441,535.861,403.687,114.347
0.800,35.701,-418.040,-148.441,535.861,403.687,114.347
0.900,61.849,-460.612,-148.441,535.861,403.687,114.347
1.000,95.836,-487.500,-148.441,535.861,403.687,114.347
1.100,127.244,-487.500,-148.441,535.861,403.687,114.347
1.200,148.184,-487.500,-148.441,535.861,403.687,114.347
1.300,179.593,-487.500,-148.441,535.861,403.687,114.347
1.400,211.002,-487.500,-148.441,535.861,403.687,114.347
1.500,242.406,-487.500,-148.441,535.861,403.687,114.347
1.600,273.816,-487.500,-148.441,535.861,403.687,114.347
1.700,305.226,-487.500,-148.441,535.861,403.687,114.347
1.800,336.640,-487.500,-148.441,535.861,403.687,114.347
1.900,368.045,-487.500,-148.441,535.861,403.687,114.347
2.000,399.461,-487.500,-148.441,535.861,403.687,114.347
2.100,430.866,-487.500,-148.441,535.861,403.687,114.347
2.200,462.277,-487.500,-148.441,535.861,403.687,114.347
2.300,493.692,-487.500,-148.441,535.861,403.687,114.347
2.400,525.098,-487.500,-148.441,535.861,403.687,114.347
2.500,556.511,-487.500,-148.441,535.861,403.687,114.347
2.600,587.919,-487.500,-148.441,535.861,403.687,114.347
2.700,619.327,-487.500,-148.441,535.861,403.687,114.347
2.800,650.735,-487.500,-148.441,535.861,403.687,114.347
2.900,682.145,-487.500,-148.441,535.861,403.687,114.347
3.000,713.553,-487.500,-148.441,535.861,403.687,114.347
3.100,744.963,-487.500,-148.441,535.861,403.687,114.347
3.200,776.373,-487.500,-148.441,535.861,403.687,114.347
3.300,807.781,-487.500,-148.441,535.861,403.687,114.347
3.400,839.188,-487.500,-148.441,535.861,403.687,114.347
3.500,870.596,-487.500,-148.441,535.861,403.687,114.347
3.600,880.000,-487.500,-148.441,535.861,403.687,114.347
3.700,880.000,-487.500,-148.441,535.861,403.687,114.347
3.800,880.000,-487.500,-148.441,535.861,403.687,114.347
3.900,880.000,-487.500,-148.441,535.861,403.687,114.347
4.000,880.000,-487.500,-148.441,535.861,403.687,114.347
4.100,880.000,-487.500,-148.441,535.861,403.687,114.347
4.200,880.000,-487.500,-148.441,535.861,403.687,114.347
4.300,880.000,-487.500,-148.441,535.861,403.687,114.347
4.400,880.000,-487.500,-145.437,535.861,403.687,114.347
4.500,880.000,-487.500,-127.422,535.861,403.687,114.347
4.600,880.000,-487.500,-109.400,535.861,403.687,114.347
4.700,880.000,-487.500,-91.381,535.861,403.687,114.347
4.800,880.000,-487.500,-73.363,535.861,403.687,114.347
4.900,880.000,-487.500,-55.344,535.861,403.687,114.347
5.000,880.000,-487.500,-37.325,535.861,403.687,114.347
5.100,880.000,-487.500,-19.310,535.861,403.687,114.347
5.200,880.000,-487.500,-1.291,535.861,403.687,114.347
5.300,880.000,-487.500,4.718,535.861,403.687,114.347
5.400,876.709,-447.626,4.718,535.861,403.687,114.347
5.500,871.772,-387.814,4.718,535.861,403.687,114.347
5.600,866.835,-328.003,4.718,535.861,403.687,114.347
5.700,861.899,-268.190,4.718,535.861,403.687,114.347
5.800,856.962,-208.380,4.718,535.861,403.687,114.347
5.900,852.025,-148.568,4.718,535.861,403.687,114.347
6.000,847.089,-88.760,4.718,535.861,403.687,114.347
6.100,842.153,-28.955,4.718,535.861,403.687,114.347
6.200,837.216,30.852,4.718,535.861,403.687,114.347
6.300,832.280,90.660,4.718,535.861,403.687,114.347
6.400,827.343,150.468,4.718,535.861,403.687,114.347
6.500,822.407,210.276,4.718,535.861,403.687,114.347
6.600,817.470,270.085,4.718,535.861,403.687,114.347
6.700,812.534,329.893,4.718,535.861,403.687,114.347
6.800,807.598,389.691,4.718,535.861,403.687,114.347
6.900,807.598,389.691,4.718,535.861,403.687,114.347
7.000,807.598,389.691,4.718,535.861,403.687,114.347
7.100,807.598,389.691,4.718,535.861,403.687,114.347
7.200,807.598,389.691,16.730,535.861,403.687,114.347
7.300,807.598,389.691,34.745,535.861,403.687,114.347
7.400,807.598,389.691,52.762,535.861,403.687,114.347
7.500,807.598,389.691,70.782,535.861,403.687,114.347
7.600,807.598,389.691,88.799,535.861,403.687,114.347
7.700,807.598,389.691,94.805,535.861,403.687,114.347
7.800,747.802,384.665,94.805,535.861,403.687,114.347
7.900,688.004,379.639,94.805,535.861,403.687,114.347
8.000,628.203,374.612,94.805,535.861,403.687,114.347
8.100,568.415,369.587,94.805,535.861,403.687,114.347
8.200,568.415,369.587,94.805,535.861,403.687,114.347
8.300,568.415,369.587,94.805,535.861,403.687,114.347
8.400,568.415,369.587,100.811,535.861,403.687,114.347
8.500,568.415,369.587,100.811,535.861,403.687,114.347
8.600,568.415,369.587,100.811,535.861,403.687,114.347
8.700,568.415,369.587,100.811,535.861,403.687,114.347
8.800,568.415,369.587,106.817,535.861,403.687,114.347
8.900,568.415,369.587,106.817,535.861,403.687,114.347
9.000,568.415,369.587,106.817,535.861,403.687,114.347
9.100,568.415,369.587,106.817,535.861,403.687,114.347
9.200,568.415,369.587,115.824,535.861,403.687,114.347
9.300,568.415,369.587,115.824,535.861,403.687,114.347
9.400,568.415,369.587,115.824,535.861,403.687,114.347
9.500,568.415,369.587,115.824,535.861,403.687,114.347
9.600,577.128,351.580,115.824,535.861,403.687,114.347
9.700,590.200,324.569,115.824,535.861,403.687,114.347
9.800,590.200,324.569,115.824,535.861,403.687,114.347
9.900,590.200,324.569,115.824,535.861,403.687,114.347
10.000,585.843,333.573,115.824,535.861,403.687,114.347
10.100,559.700,387.595,115.824,535.861,403.687,114.347
10.200,555.343,396.599,115.824,535.861,403.687,114.347
10.300,550.986,405.602,115.824,535.861,403.687,114.347
10.400,550.986,405.602,115.824,535.861,403.687,114.347
10.500,550.986,405.602,115.824,535.861,403.687,114.347
10.600,550.986,405.602,115.824,535.861,403.687,114.347
10.700,550.986,405.602,115.824,535.861,403.687,114.347
10.800,550.986,405.602,115.824,535.861,403.687,114.347
10.900,537.911,432.621,115.824,535.861,403.687,114.347
11.000,537.911,432.621,115.824,535.861,403.687,114.347
11.100,537.911,432.621,115.824,535.861,403.687,114.347
11.200,537.911,432.621,115.824,535.861,403.687,114.347
11.300,537.911,432.621,115.824,535.861,403.687,114.347
11.400,537.911,432.621,115.824,535.861,403.687,114.347
11.500,537.911,432.621,115.824,535.861,403.687,114.347
11.600,537.911,432.621,115.824,535.861,403.687,114.347
11.700,537.911,432.621,115.824,535.861,403.687,114.347
11.800,546.625,414.614,115.824,535.861,403.687,114.347
11.900,555.339,396.606,115.824,535.861,403.687,114.347
12.000,555.339,396.606,115.824,535.861,403.687,114.347
12.100,555.339,396.606,115.824,535.861,403.687,114.347
12.200,555.339,396.606,115.824,535.861,403.687,114.347
12.300,537.341,387.897,115.824,535.861,403.687,114.347
12.400,519.334,379.183,115.824,535.861,403.687,114.347
12.500,519.334,379.183,115.824,535.861,403.687,114.347
12.600,519.334,379.183,115.824,535.861,403.687,114.347
12.700,519.334,379.183,115.824,535.861,403.687,114.347
12.800,519.334,379.183,115.824,535.861,403.687,114.347
12.900,519.334,379.183,115.824,535.861,403.687,114.347
13.000,519.334,379.183,115.824,535.861,403.687,114.347
13.100,519.334,379.183,115.824,535.861,403.687,114.347
13.200,537.351,387.902,115.824,535.861,403.687,114.347
13.300,537.351,387.902,115.824,535.861,403.687,114.347
13.400,537.351,387.902,115.824,535.861,403.687,114.347
13.500,537.351,387.902,115.824,535.861,403.687,114.347
13.600,537.351,387.902,115.824,535.861,403.687,114.347
13.700,537.351,387.902,115.824,535.861,403.687,114.347
13.800,537.351,387.902,115.824,535.861,403.687,114.347
13.900,537.351,387.902,115.824,535.861,403.687,114.347
14.000,537.351,387.902,115.824,535.861,403.687,114.347
14.100,559.140,342.876,115.824,535.861,403.687,114.347
14.200,559.140,342.876,115.824,535.861,403.687,114.347
14.300,559.140,342.876,115.824,535.861,403.687,114.347
14.400,559.140,342.876,115.824,535.861,403.687,114.347
14.500,546.069,369.888,115.824,535.861,403.687,114.347
14.600,537.359,387.886,115.824,535.861,403.687,114.347
14.700,537.359,387.886,115.824,535.861,403.687,114.347
14.800,537.359,387.886,115.824,535.861,403.687,114.347
