elapsed_time,walker_posx, walker_posy, walker_rotz,shadow_posx, shadow_posy, shadow_rotz,distanceangle
2.600,633.136,-297.161,-155.657,-277.698,-399.755,-101.258,916.594,54.399
2.700,633.136,-297.161,-155.657,-277.698,-399.755,-101.258,916.594,54.399
2.800,633.136,-297.161,-155.657,-277.698,-399.755,-101.258,916.594,54.399
2.900,633.136,-297.161,-155.657,-277.698,-399.755,-101.258,916.594,54.399
3.000,674.386,-278.499,-155.657,-277.698,-399.755,-101.258,959.774,54.399
3.100,723.885,-256.105,-155.657,-277.698,-399.755,-101.258,1011.832,54.399
3.200,723.885,-256.105,-155.657,-277.698,-399.755,-101.258,1011.832,54.399
3.300,723.885,-256.105,-155.657,-277.698,-399.755,-101.258,1011.832,54.399
3.400,723.885,-256.105,-155.657,-277.698,-399.755,-101.258,1011.832,54.399
3.500,742.547,-297.354,-155.657,-277.698,-399.755,-101.258,1025.371,54.399
3.600,742.582,-322.103,-155.657,-277.698,-399.755,-101.258,1023.230,54.399
3.700,742.582,-322.103,-155.657,-277.698,-399.755,-101.258,1023.230,54.399
3.800,742.582,-322.103,-155.657,-277.698,-399.755,-101.258,1023.230,54.399
3.900,738.849,-313.853,-155.657,-277.698,-399.755,-101.258,1020.170,54.399
4.000,716.455,-264.354,-155.657,-277.698,-399.755,-101.258,1003.331,54.399
4.100,701.525,-231.355,-155.657,-277.698,-399.755,-101.258,993.597,54.399
4.200,726.275,-220.158,-155.657,-277.698,-399.755,-101.258,1019.910,54.399
4.300,742.582,-197.763,-155.657,-277.698,-399.755,-101.258,1040.082,54.399
4.400,742.582,-175.369,-155.657,-277.698,-399.755,-101.258,1044.662,54.399
4.500,742.582,-164.172,-155.657,-277.698,-399.755,-101.258,1047.124,54.399
4.600,742.582,-164.172,-155.657,-277.698,-399.755,-101.258,1047.124,54.399
4.700,701.332,-182.834,-155.657,-277.698,-399.755,-101.258,1002.773,54.399
4.800,651.833,-205.228,-155.657,-277.698,-399.755,-101.258,949.667,54.399
4.900,602.334,-227.623,-155.657,-277.698,-399.755,-101.258,896.708,54.399
5.000,552.834,-250.017,-155.657,-277.698,-399.755,-101.258,843.923,54.399
5.100,503.335,-272.411,-155.657,-277.698,-399.755,-101.258,791.346,54.399
5.200,453.836,-294.806,-155.657,-277.698,-399.755,-101.258,739.024,54.399
5.300,404.337,-317.200,-155.657,-277.698,-399.755,-101.258,687.013,54.399
5.400,354.838,-339.594,-155.657,-277.698,-399.755,-101.258,635.390,54.399
5.500,305.339,-361.989,-155.657,-277.698,-399.755,-101.258,584.259,54.399
5.600,255.840,-384.383,-155.657,-277.698,-399.755,-101.258,533.759,54.399
5.700,206.341,-406.777,-155.657,-277.698,-399.755,-101.258,484.089,54.399
5.800,156.842,-429.172,-155.657,-277.698,-399.755,-101.258,435.534,54.399
5.900,107.343,-451.566,-155.657,-277.698,-399.755,-101.258,388.511,54.399
6.000,57.843,-473.960,-155.657,-277.698,-399.755,-101.258,343.649,54.399
6.100,8.344,-496.355,-155.657,-277.698,-399.755,-101.258,301.913,54.399
6.200,-41.155,-518.749,-155.657,-277.698,-399.755,-101.258,264.787,54.399
6.300,-49.405,-522.482,-155.657,-277.698,-399.755,-101.258,259.190,54.399
6.400,0.094,-500.087,-155.657,-277.698,-399.755,-101.258,295.356,54.399
6.500,49.594,-477.693,-155.657,-277.698,-399.755,-101.258,336.443,54.399
6.600,99.093,-455.299,-155.657,-277.698,-399.755,-101.258,380.862,54.399
6.700,110.290,-480.048,-155.657,-277.698,-399.755,-101.258,396.209,54.399
6.800,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
6.900,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.000,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.100,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.200,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.300,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.400,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.500,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.600,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.700,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.800,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
7.900,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
8.000,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
8.100,128.952,-521.297,-155.657,-277.698,-399.755,-101.258,424.425,54.399
8.200,151.346,-570.797,-155.657,-277.698,-399.755,-101.258,461.881,54.399
8.300,173.741,-620.296,-155.657,-277.698,-399.755,-101.258,502.429,54.399
8.400,196.135,-667.296,-155.657,-277.698,-399.755,-101.258,544.147,54.399
8.500,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
8.600,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
8.700,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
8.800,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
8.900,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
9.000,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
9.100,203.600,-667.296,-155.657,-277.698,-399.755,-101.258,550.659,54.399
9.200,192.403,-642.546,-155.657,-277.698,-399.755,-101.258,529.096,54.399
9.300,170.008,-593.047,-155.657,-277.698,-399.755,-101.258,487.650,54.399
9.400,147.614,-543.548,-155.657,-277.698,-399.755,-101.258,448.962,54.399
9.500,125.220,-494.049,-155.657,-277.698,-399.755,-101.258,413.804,54.399
9.600,102.825,-444.550,-155.657,-277.698,-399.755,-101.258,383.150,54.399
9.700,84.163,-403.300,-155.657,-277.698,-399.755,-101.258,361.878,54.399
9.800,84.163,-403.300,-155.657,-277.698,-399.755,-101.258,361.878,54.399
9.900,84.163,-403.300,-155.657,-277.698,-399.755,-101.258,361.878,54.399
10.000,84.163,-403.300,-155.657,-277.698,-399.755,-101.258,361.878,54.399
10.100,125.412,-384.639,-155.657,-277.698,-399.755,-101.258,403.393,54.399
10.200,174.911,-362.244,-155.657,-277.698,-399.755,-101.258,454.161,54.399
10.300,224.411,-339.850,-155.657,-277.698,-399.755,-101.258,505.669,54.399
10.400,249.160,-328.653,-155.657,-277.698,-399.755,-101.258,531.634,54.399
10.500,249.160,-328.653,-155.657,-277.698,-399.755,-101.258,531.634,54.399
10.600,264.090,-361.652,-155.657,-277.698,-399.755,-101.258,543.126,54.399
10.700,286.484,-411.151,-155.657,-277.698,-399.755,-101.258,564.297,54.399
10.800,308.878,-460.650,-155.657,-277.698,-399.755,-101.258,589.729,54.399
10.900,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.000,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.100,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.200,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.300,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.400,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.500,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.600,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.700,312.611,-468.900,-155.657,-277.698,-399.755,-101.258,594.344,54.399
11.800,297.681,-435.901,-155.657,-277.698,-399.755,-101.258,576.513,54.399
11.900,275.287,-386.402,-155.657,-277.698,-399.755,-101.258,553.146,54.399
12.000,252.892,-336.902,-155.657,-277.698,-399.755,-101.258,534.300,54.399
12.100,230.498,-287.403,-155.657,-277.698,-399.755,-101.258,520.467,54.399
12.200,208.104,-237.904,-155.657,-277.698,-399.755,-101.258,512.053,54.399
12.300,196.906,-213.155,-155.657,-277.698,-399.755,-101.258,509.969,54.399
12.400,196.906,-213.155,-155.657,-277.698,-399.755,-101.258,509.969,54.399
12.500,219.301,-262.654,-155.657,-277.698,-399.755,-101.258,515.562,54.399
12.600,241.695,-312.153,-155.657,-277.698,-399.755,-101.258,526.729,54.399
12.700,264.090,-361.652,-155.657,-277.698,-399.755,-101.258,543.126,54.399
12.800,286.484,-411.151,-155.657,-277.698,-399.755,-101.258,564.297,54.399
12.900,308.878,-460.650,-155.657,-277.698,-399.755,-101.258,589.729,54.399
13.000,331.273,-510.149,-155.657,-277.698,-399.755,-101.258,618.896,54.399
13.100,353.667,-559.649,-155.657,-277.698,-399.755,-101.258,651.297,54.399
13.200,376.061,-609.148,-155.657,-277.698,-399.755,-101.258,686.474,54.399
13.300,398.456,-658.647,-155.657,-277.698,-399.755,-101.258,724.023,54.399
13.400,420.850,-667.296,-155.657,-277.698,-399.755,-101.258,748.029,54.399
13.500,443.244,-667.296,-155.657,-277.698,-399.755,-101.258,768.984,54.399
13.600,465.639,-667.296,-155.657,-277.698,-399.755,-101.258,790.017,54.399
13.700,488.033,-667.296,-155.657,-277.698,-399.755,-101.258,811.124,54.399
13.800,510.427,-667.296,-155.657,-277.698,-399.755,-101.258,832.298,54.399
13.900,532.822,-667.296,-155.657,-277.698,-399.755,-101.258,853.534,54.399
14.000,555.217,-667.296,-155.657,-277.698,-399.755,-101.258,874.828,54.399
14.100,577.611,-667.296,-155.657,-277.698,-399.755,-101.258,896.176,54.399
14.200,600.006,-667.296,-155.657,-277.698,-399.755,-101.258,917.574,54.399
14.300,622.400,-667.296,-155.657,-277.698,-399.755,-101.258,939.018,54.399
14.400,644.795,-667.296,-155.657,-277.698,-399.755,-101.258,960.505,54.399
14.500,667.189,-667.296,-155.657,-277.698,-399.755,-101.258,982.033,54.399
14.600,689.584,-667.296,-155.657,-277.698,-399.755,-101.258,1003.599,54.399
14.700,711.978,-667.296,-155.657,-277.698,-399.755,-101.258,1025.201,54.399
14.800,734.373,-667.296,-155.657,-277.698,-399.755,-101.258,1046.836,54.399
14.900,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.000,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.100,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.200,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.300,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.400,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.500,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.600,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.700,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.800,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
15.900,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.000,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.100,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.200,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.300,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.400,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.500,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.600,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.700,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.800,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
16.900,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.000,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.100,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.200,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.300,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.400,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.500,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.600,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.700,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.800,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
17.900,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.000,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.100,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.200,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.300,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.400,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.500,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.600,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.700,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
18.800,742.582,-667.296,-155.657,-277.698,-399.755,-101.258,1054.774,54.399
