elapsed_time,player_posx,player_posy,player_rotz,target_posx,target_posy,target_rotz,distance,angle
0.100,-179.570,211.497,59.898,345.148,-274.785,75.274,715.401,15.376
0.200,-179.570,211.497,59.898,345.148,-274.785,75.274,715.401,15.376
0.300,-179.570,211.497,59.898,345.148,-274.785,75.274,715.401,15.376
0.400,-179.570,211.497,59.898,345.148,-274.785,75.274,715.401,15.376
0.500,-179.570,211.497,59.898,345.148,-274.785,75.274,715.401,15.376
0.600,-179.570,211.497,59.898,345.148,-274.785,75.274,715.401,15.376
0.700,-179.570,211.497,49.898,345.148,-274.785,75.274,715.401,25.376
0.800,-179.570,211.497,41.898,345.148,-274.785,75.274,715.401,33.376
0.900,-179.570,211.497,41.898,345.148,-274.785,75.274,715.401,33.376
1.000,-179.570,211.497,41.898,345.148,-274.785,75.274,715.401,33.376
1.100,-179.570,211.497,41.898,345.148,-274.785,75.274,715.401,33.376
1.200,-179.570,211.497,41.898,345.148,-274.785,75.274,715.401,33.376
1.300,-179.570,211.497,39.898,345.148,-274.785,75.274,715.401,35.376
1.400,-179.570,211.497,39.898,345.148,-274.785,75.274,715.401,35.376
1.500,-179.570,211.497,41.898,345.148,-274.785,75.274,715.401,33.376
1.600,-179.570,211.497,31.898,345.148,-274.785,75.274,715.401,43.376
1.700,-179.570,211.497,19.898,345.148,-274.785,75.274,715.401,55.376
1.800,-179.570,211.497,9.898,345.148,-274.785,75.274,715.401,65.376
1.900,-179.570,211.497,-2.102,345.148,-274.785,75.274,715.401,77.376
2.000,-179.570,211.497,-12.102,345.148,-274.785,75.274,715.401,87.376
2.100,-179.570,211.497,-16.102,345.148,-274.785,75.274,715.401,91.376
2.200,-179.570,211.497,-16.102,345.148,-274.785,75.274,715.401,91.376
2.300,-179.570,211.497,-16.102,345.148,-274.785,75.274,715.401,91.376
2.400,-179.570,211.497,-28.102,345.148,-274.785,75.274,715.401,103.376
2.500,-179.570,211.497,-38.102,345.148,-274.785,75.274,715.401,113.376
2.600,-179.570,211.497,-48.102,345.148,-274.785,75.274,715.401,123.376
2.700,-179.570,211.497,-60.102,345.148,-274.785,75.274,715.401,135.376
2.800,-179.570,211.497,-60.102,345.148,-274.785,75.274,715.401,135.376
2.900,-179.570,211.497,-60.102,345.148,-274.785,75.274,715.401,135.376
3.000,-179.570,211.497,-66.102,345.148,-274.785,75.274,715.401,141.376
3.100,-179.570,211.497,-78.102,345.148,-274.785,75.274,715.401,153.376
3.200,-179.570,211.497,-90.102,345.148,-274.785,75.274,715.401,165.376
3.300,-179.570,211.497,-102.102,345.148,-274.785,75.274,715.401,177.376
3.400,-179.570,211.497,-114.102,345.148,-274.785,75.274,715.401,170.624
3.500,-179.570,211.497,-126.102,345.148,-274.785,75.274,715.401,158.624
3.600,-179.570,211.497,-138.102,345.148,-274.785,75.274,715.401,146.624
3.700,-179.570,211.497,-134.102,345.148,-274.785,75.274,715.401,150.624
3.800,-179.570,211.497,-122.102,345.148,-274.785,75.274,715.401,162.624
3.900,-179.570,211.497,-110.102,345.148,-274.785,75.274,715.401,174.624
4.000,-179.570,211.497,-110.102,345.148,-274.785,75.274,715.401,174.624
4.100,-179.570,211.497,-112.102,345.148,-274.785,75.274,715.401,172.624
4.200,-179.570,211.497,-112.102,345.148,-274.785,75.274,715.401,172.624
4.300,-179.570,211.497,-112.102,345.148,-274.785,75.274,715.401,172.624
4.400,-179.570,211.497,-116.102,345.148,-274.785,75.274,715.401,168.624
4.500,-179.570,211.497,-116.102,345.148,-274.785,75.274,715.401,168.624
4.600,-179.570,211.497,-116.102,345.148,-274.785,75.274,715.401,168.624
4.700,-179.570,211.497,-116.102,345.148,-274.785,75.274,715.401,168.624
4.800,-179.570,211.497,-116.102,345.148,-274.785,75.274,715.401,168.624
4.900,-179.570,211.497,-116.102,345.148,-274.785,75.274,715.401,168.624
