elapsed_time,player_posx,player_posy,player_rotz,target_posx,target_posy,target_rotz
0.100,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.200,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.300,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.400,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.500,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.600,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.700,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.800,675.996,-411.853,-69.021,508.866,396.835,-83.753
0.900,675.996,-411.853,-69.021,508.866,396.835,-83.753
1.000,675.996,-411.853,-69.021,508.866,396.835,-83.753
1.100,675.996,-411.853,-69.021,508.866,396.835,-83.753
1.200,675.996,-411.853,-69.021,508.866,396.835,-83.753
1.300,675.996,-411.853,-69.021,508.866,396.835,-83.753
1.400,661.687,-374.534,-69.021,508.866,396.835,-83.753
1.500,640.222,-318.555,-69.021,508.866,396.835,-83.753
1.600,618.757,-262.576,-69.021,508.866,396.835,-83.753
1.700,597.292,-206.597,-69.021,508.866,396.835,-83.753
1.800,575.828,-150.618,-69.021,508.866,396.835,-83.753
1.900,554.363,-94.639,-69.021,508.866,396.835,-83.753
2.000,532.898,-38.660,-69.021,508.866,396.835,-83.753
2.100,511.433,17.319,-69.021,508.866,396.835,-83.753
2.200,489.969,73.297,-69.021,508.866,396.835,-83.753
2.300,468.504,129.276,-69.021,508.866,396.835,-83.753
2.400,447.039,185.255,-69.021,508.866,396.835,-83.753
2.500,425.574,241.234,-69.021,508.866,396.835,-83.753
2.600,404.109,297.213,-69.021,508.866,396.835,-83.753
2.700,386.222,343.862,-69.021,508.866,396.835,-83.753
2.800,386.222,343.862,-69.021,508.866,396.835,-83.753
2.900,386.222,343.862,-69.021,508.866,396.835,-83.753
3.000,375.489,371.851,-69.021,508.866,396.835,-83.753
3.100,361.179,409.171,-69.021,508.866,396.835,-83.753
3.200,361.179,409.171,-69.021,508.866,396.835,-83.753
3.300,361.179,409.171,-69.021,508.866,396.835,-83.753
3.400,368.334,390.511,-69.021,508.866,396.835,-83.753
3.500,382.644,353.192,-69.021,508.866,396.835,-83.753
3.600,382.644,353.192,-69.021,508.866,396.835,-83.753
3.700,382.644,353.192,-69.021,508.866,396.835,-83.753
3.800,382.644,353.192,-69.021,508.866,396.835,-83.753
3.900,382.644,353.192,-69.021,508.866,396.835,-83.753
4.000,401.304,360.347,-69.021,508.866,396.835,-83.753
4.100,419.963,367.502,-69.021,508.866,396.835,-83.753
4.200,419.963,367.502,-69.021,508.866,396.835,-83.753
