elapsed_time,walker_posx, walker_posy, walker_rotz,shadow_posx, shadow_posy, shadow_rotz,distanceangle
5.600,-33.121,53.023,-91.453,554.855,335.123,30.912,652.147,122.365
5.700,16.731,55.532,-83.453,554.855,335.123,30.912,606.422,114.365
5.800,66.497,58.617,-91.453,554.855,335.123,30.912,561.203,122.365
5.900,116.008,52.433,-101.453,554.855,335.123,30.912,522.016,132.365
6.000,163.765,38.027,-111.453,554.855,335.123,30.912,491.139,142.365
6.100,208.054,15.018,-119.453,554.855,335.123,30.912,471.952,150.365
6.200,253.387,-5.916,-113.453,554.855,335.123,30.912,455.182,144.365
6.300,299.321,-25.527,-111.453,554.855,335.123,30.912,442.002,142.365
6.400,347.605,-37.971,-99.453,554.855,335.123,30.912,426.793,130.365
6.500,397.420,-40.105,-87.453,554.855,335.123,30.912,406.918,118.365
6.600,446.659,-32.118,-77.453,554.855,335.123,30.912,382.847,108.365
6.700,494.132,-16.802,-67.453,554.855,335.123,30.912,357.126,98.365
6.800,537.509,7.786,-55.453,554.855,335.123,30.912,327.796,86.365
6.900,575.788,39.770,-45.453,554.855,335.123,30.912,296.094,76.365
7.000,606.795,78.817,-33.453,554.855,335.123,30.912,261.516,64.365
7.100,629.006,123.458,-21.453,554.855,335.123,30.912,224.278,52.365
7.200,642.304,171.564,-13.453,554.855,335.123,30.912,185.470,44.365
7.300,647.195,204.477,-1.453,554.855,335.123,30.912,159.985,32.365
7.400,647.195,204.477,10.547,554.855,335.123,30.912,159.985,20.365
7.500,647.195,204.477,22.547,554.855,335.123,30.912,159.985,8.365
7.600,647.195,204.477,34.547,554.855,335.123,30.912,159.985,3.635
7.700,636.372,217.129,40.547,554.855,335.123,30.912,143.414,9.635
7.800,604.579,255.631,36.547,554.855,335.123,30.912,93.763,5.635
7.900,599.858,262.488,24.547,554.855,335.123,30.912,85.447,6.365
8.000,599.858,262.488,14.547,554.855,335.123,30.912,85.447,16.365
8.100,599.858,262.488,4.547,554.855,335.123,30.912,85.447,26.365
8.200,599.858,262.488,2.547,554.855,335.123,30.912,85.447,28.365
8.300,596.929,295.645,6.547,554.855,335.123,30.912,57.696,24.365
8.400,591.980,328.576,8.547,554.855,335.123,30.912,37.699,22.365
8.500,591.980,328.576,10.547,554.855,335.123,30.912,37.699,20.365
8.600,591.980,328.576,22.547,554.855,335.123,30.912,37.699,8.365
8.700,591.980,328.576,28.547,554.855,335.123,30.912,37.699,2.365
8.800,591.980,328.576,38.547,554.855,335.123,30.912,37.699,7.635
8.900,591.980,328.576,46.547,554.855,335.123,30.912,37.699,15.635
9.000,591.980,328.576,46.547,554.855,335.123,30.912,37.699,15.635
9.100,591.980,328.576,46.547,554.855,335.123,30.912,37.699,15.635
9.200,585.741,334.087,48.547,554.855,335.123,30.912,30.903,17.635
9.300,567.022,350.620,48.547,554.855,335.123,30.912,19.703,17.635
9.400,567.022,350.620,48.547,554.855,335.123,30.912,19.703,17.635
9.500,567.022,350.620,48.547,554.855,335.123,30.912,19.703,17.635
9.600,567.022,350.620,48.547,554.855,335.123,30.912,19.703,17.635
9.700,567.022,350.620,38.547,554.855,335.123,30.912,19.703,7.635
9.800,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
9.900,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
10.000,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
10.100,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
10.200,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
10.300,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
10.400,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
10.500,567.022,350.620,36.547,554.855,335.123,30.912,19.703,5.635
