elapsed_time,walker_posx, walker_posy, walker_rotz,shadow_posx, shadow_posy, shadow_rotz,distanceangle
7.300,407.533,87.555,67.978,487.008,90.836,-94.012,79.542,161.990
7.400,407.533,87.555,55.978,487.008,90.836,-94.012,79.542,149.990
7.500,407.533,87.555,47.978,487.008,90.836,-94.012,79.542,141.990
7.600,407.533,87.555,47.978,487.008,90.836,-94.012,79.542,141.990
7.700,407.533,87.555,43.978,487.008,90.836,-94.012,79.542,137.990
7.800,407.533,87.555,31.978,487.008,90.836,-94.012,79.542,125.990
7.900,407.533,87.555,21.978,487.008,90.836,-94.012,79.542,115.990
8.000,407.533,87.555,15.978,487.008,90.836,-94.012,79.542,109.990
8.100,407.533,87.555,5.978,487.008,90.836,-94.012,79.542,99.990
8.200,407.533,87.555,-4.022,487.008,90.836,-94.012,79.542,89.990
8.300,407.533,87.555,-10.022,487.008,90.836,-94.012,79.542,83.990
8.400,407.533,87.555,-8.022,487.008,90.836,-94.012,79.542,85.990
8.500,407.533,87.555,-8.022,487.008,90.836,-94.012,79.542,85.990
8.600,407.533,87.555,-8.022,487.008,90.836,-94.012,79.542,85.990
8.700,407.533,87.555,1.978,487.008,90.836,-94.012,79.542,95.990
8.800,407.533,87.555,9.978,487.008,90.836,-94.012,79.542,103.990
8.900,407.533,87.555,19.978,487.008,90.836,-94.012,79.542,113.990
9.000,407.533,87.555,23.978,487.008,90.836,-94.012,79.542,117.990
9.100,407.533,87.555,25.978,487.008,90.836,-94.012,79.542,119.990
9.200,407.533,87.555,25.978,487.008,90.836,-94.012,79.542,119.990
9.300,407.533,87.555,25.978,487.008,90.836,-94.012,79.542,119.990
9.400,382.864,138.186,25.978,487.008,90.836,-94.012,114.403,119.990
9.500,353.634,186.240,35.978,487.008,90.836,-94.012,163.983,129.990
9.600,316.961,228.960,41.978,487.008,90.836,-94.012,219.075,135.990
9.700,277.853,269.489,43.978,487.008,90.836,-94.012,275.068,137.990
9.800,235.634,306.651,51.978,487.008,90.836,-94.012,331.308,145.990
9.900,194.531,345.010,41.978,487.008,90.836,-94.012,387.488,135.990
10.000,162.302,391.076,29.978,487.008,90.836,-94.012,442.242,123.990
10.100,140.355,442.836,17.978,487.008,90.836,-94.012,494.037,111.990
10.200,128.679,497.875,7.978,487.008,90.836,-94.012,542.292,101.990
10.300,124.445,554.032,3.978,487.008,90.836,-94.012,588.220,97.990
10.400,120.538,610.217,3.978,487.008,90.836,-94.012,635.655,97.990
10.500,116.631,666.403,3.978,487.008,90.836,-94.012,684.439,97.990
10.600,113.051,722.605,1.978,487.008,90.836,-94.012,734.150,95.990
10.700,117.650,723.114,-8.022,487.008,90.836,-94.012,732.257,85.990
10.800,126.478,723.114,-12.022,487.008,90.836,-94.012,727.844,81.990
10.900,141.071,723.114,-16.022,487.008,90.836,-94.012,720.727,77.990
11.000,161.553,723.114,-26.022,487.008,90.836,-94.012,711.123,67.990
11.100,187.138,723.114,-26.022,487.008,90.836,-94.012,699.784,67.990
11.200,206.402,723.114,-16.022,487.008,90.836,-94.012,691.748,77.990
11.300,215.218,723.114,-4.022,487.008,90.836,-94.012,688.219,89.990
11.400,214.258,723.114,3.978,487.008,90.836,-94.012,688.598,97.990
11.500,206.447,723.114,9.978,487.008,90.836,-94.012,691.729,103.990
11.600,200.262,723.114,1.978,487.008,90.836,-94.012,694.261,95.990
11.700,200.262,723.114,-10.022,487.008,90.836,-94.012,694.261,83.990
11.800,200.262,723.114,-20.022,487.008,90.836,-94.012,694.261,73.990
11.900,200.262,723.114,-22.022,487.008,90.836,-94.012,694.261,71.990
12.000,200.262,723.114,-22.022,487.008,90.836,-94.012,694.261,71.990
12.100,200.262,723.114,-16.022,487.008,90.836,-94.012,694.261,77.990
12.200,200.262,723.114,-12.022,487.008,90.836,-94.012,694.261,81.990
12.300,201.896,723.114,-10.022,487.008,90.836,-94.012,693.588,83.990
12.400,211.374,723.114,-8.022,487.008,90.836,-94.012,689.746,85.990
12.500,213.344,723.114,-4.022,487.008,90.836,-94.012,688.961,89.990
12.600,213.344,723.114,1.978,487.008,90.836,-94.012,688.961,95.990
12.700,213.344,723.114,7.978,487.008,90.836,-94.012,688.961,101.990
12.800,213.344,723.114,7.978,487.008,90.836,-94.012,688.961,101.990
12.900,213.344,723.114,7.978,487.008,90.836,-94.012,688.961,101.990
13.000,213.344,723.114,5.978,487.008,90.836,-94.012,688.961,99.990
13.100,213.344,723.114,-0.022,487.008,90.836,-94.012,688.961,93.990
13.200,213.344,723.114,-2.022,487.008,90.836,-94.012,688.961,91.990
13.300,214.006,723.114,-2.022,487.008,90.836,-94.012,688.698,91.990
13.400,215.993,723.114,-2.022,487.008,90.836,-94.012,687.913,91.990
13.500,217.653,723.114,-0.022,487.008,90.836,-94.012,687.260,93.990
13.600,217.657,723.114,1.978,487.008,90.836,-94.012,687.259,95.990
13.700,217.657,723.114,5.978,487.008,90.836,-94.012,687.259,99.990
13.800,217.657,723.114,11.978,487.008,90.836,-94.012,687.259,105.990
13.900,217.657,723.114,13.978,487.008,90.836,-94.012,687.259,107.990
14.000,217.657,723.114,13.978,487.008,90.836,-94.012,687.259,107.990
14.100,217.657,723.114,13.978,487.008,90.836,-94.012,687.259,107.990
14.200,217.657,723.114,5.978,487.008,90.836,-94.012,687.259,99.990
14.300,217.657,723.114,-0.022,487.008,90.836,-94.012,687.259,93.990
14.400,218.651,723.114,-2.022,487.008,90.836,-94.012,686.870,91.990
14.500,220.638,723.114,-2.022,487.008,90.836,-94.012,686.096,91.990
14.600,222.626,723.114,-2.022,487.008,90.836,-94.012,685.327,91.990
14.700,224.613,723.114,-2.022,487.008,90.836,-94.012,684.563,91.990
14.800,226.600,723.114,-2.022,487.008,90.836,-94.012,683.803,91.990
14.900,228.588,723.114,-2.022,487.008,90.836,-94.012,683.049,91.990
15.000,229.265,723.114,1.978,487.008,90.836,-94.012,682.793,95.990
15.100,221.132,723.114,11.978,487.008,90.836,-94.012,685.904,105.990
15.200,202.849,723.114,23.978,487.008,90.836,-94.012,693.196,117.990
15.300,178.476,723.114,25.978,487.008,90.836,-94.012,703.539,119.990
15.400,153.806,723.114,25.978,487.008,90.836,-94.012,714.701,119.990
15.500,129.434,723.114,23.978,487.008,90.836,-94.012,726.385,117.990
15.600,111.452,723.114,13.978,487.008,90.836,-94.012,735.403,107.990
15.700,100.729,723.114,9.978,487.008,90.836,-94.012,740.936,103.990
15.800,92.266,723.114,5.978,487.008,90.836,-94.012,745.383,99.990
15.900,90.978,723.114,-2.022,487.008,90.836,-94.012,746.066,91.990
16.000,99.795,723.114,-14.022,487.008,90.836,-94.012,741.424,79.990
16.100,119.365,723.114,-24.022,487.008,90.836,-94.012,731.394,69.990
16.200,148.339,723.114,-36.022,487.008,90.836,-94.012,717.267,57.990
16.300,186.698,723.114,-48.022,487.008,90.836,-94.012,699.972,45.990
16.400,232.764,723.114,-60.022,487.008,90.836,-94.012,681.480,33.990
16.500,284.524,723.114,-72.022,487.008,90.836,-94.012,663.909,21.990
16.600,339.563,723.114,-82.022,487.008,90.836,-94.012,649.242,11.990
16.700,377.031,723.110,-94.022,487.008,90.836,-94.012,641.767,0.010
16.800,377.031,723.110,-106.022,487.008,90.836,-94.012,641.767,12.010
16.900,377.031,723.110,-116.022,487.008,90.836,-94.012,641.767,22.010
17.000,377.031,723.110,-126.022,487.008,90.836,-94.012,641.767,32.010
17.100,377.031,723.110,-138.022,487.008,90.836,-94.012,641.767,44.010
17.200,377.031,723.110,-148.022,487.008,90.836,-94.012,641.767,54.010
17.300,377.031,723.110,-160.022,487.008,90.836,-94.012,641.767,66.010
17.400,377.031,723.110,-172.022,487.008,90.836,-94.012,641.767,78.010
17.500,376.362,685.597,175.978,487.008,90.836,-94.012,604.966,90.010
17.600,366.568,630.181,167.978,487.008,90.836,-94.012,552.629,98.010
17.700,348.243,577.030,155.978,487.008,90.836,-94.012,505.609,110.010
17.800,319.537,528.662,145.978,487.008,90.836,-94.012,468.762,120.010
17.900,286.683,482.922,143.978,487.008,90.836,-94.012,440.297,122.010
18.000,253.561,437.370,143.978,487.008,90.836,-94.012,417.832,122.010
18.100,226.285,388.209,155.978,487.008,90.836,-94.012,395.483,110.010
18.200,209.827,334.451,167.978,487.008,90.836,-94.012,369.022,98.010
18.300,204.905,278.446,179.978,487.008,90.836,-94.012,338.791,86.010
18.400,208.157,222.238,-174.022,487.008,90.836,-94.012,308.260,80.010
18.500,218.553,166.927,-166.022,487.008,90.836,-94.012,279.031,72.010
18.600,227.241,140.152,-154.022,487.008,90.836,-94.012,264.407,60.010
18.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
18.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
18.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
19.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
20.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
21.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
22.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
23.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
24.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
25.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
26.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
27.900,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.000,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.100,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.200,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.300,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.400,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.500,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.600,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.700,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
28.800,227.241,140.152,-146.022,487.008,90.836,-94.012,264.407,52.010
