elapsed_time,walker_posx, walker_posy, walker_rotz,shadow_posx, shadow_posy, shadow_rotz,distanceangle
3.500,-211.244,-220.219,147.278,202.490,-235.678,177.911,414.022,30.633
3.600,-211.244,-220.219,147.278,202.490,-235.678,177.911,414.022,30.633
3.700,-211.244,-220.219,147.278,202.490,-235.678,177.911,414.022,30.633
3.800,-211.244,-220.219,147.278,202.490,-235.678,177.911,414.022,30.633
3.900,-211.244,-220.219,147.278,202.490,-235.678,177.911,414.022,30.633
4.000,-211.244,-220.219,147.278,202.490,-235.678,177.911,414.022,30.633
4.100,-211.244,-220.219,155.278,202.490,-235.678,177.911,414.022,22.633
4.200,-211.244,-220.219,143.278,202.490,-235.678,177.911,414.022,34.633
4.300,-211.244,-220.219,131.278,202.490,-235.678,177.911,414.022,46.633
4.400,-211.244,-220.219,119.278,202.490,-235.678,177.911,414.022,58.633
4.500,-211.244,-220.219,107.278,202.490,-235.678,177.911,414.022,70.633
4.600,-211.244,-220.219,95.278,202.490,-235.678,177.911,414.022,82.633
4.700,-211.244,-220.219,85.278,202.490,-235.678,177.911,414.022,92.633
4.800,-211.244,-220.219,75.278,202.490,-235.678,177.911,414.022,102.633
4.900,-211.244,-220.219,69.278,202.490,-235.678,177.911,414.022,108.633
5.000,-211.244,-220.219,69.278,202.490,-235.678,177.911,414.022,108.633
5.100,-211.244,-220.219,67.278,202.490,-235.678,177.911,414.022,110.633
5.200,-211.244,-220.219,55.278,202.490,-235.678,177.911,414.022,122.633
5.300,-211.244,-220.219,43.278,202.490,-235.678,177.911,414.022,134.633
5.400,-211.244,-220.219,31.278,202.490,-235.678,177.911,414.022,146.633
5.500,-211.244,-220.219,19.278,202.490,-235.678,177.911,414.022,158.633
5.600,-211.244,-220.219,7.278,202.490,-235.678,177.911,414.022,170.633
5.700,-211.244,-220.219,3.278,202.490,-235.678,177.911,414.022,174.633
5.800,-211.244,-220.219,3.278,202.490,-235.678,177.911,414.022,174.633
5.900,-211.244,-220.219,-0.722,202.490,-235.678,177.911,414.022,178.633
6.000,-211.244,-220.219,-12.722,202.490,-235.678,177.911,414.022,169.367
6.100,-211.244,-220.219,-22.722,202.490,-235.678,177.911,414.022,159.367
6.200,-174.064,-238.936,-26.722,202.490,-235.678,177.911,376.568,155.367
6.300,-144.195,-253.648,-20.722,202.490,-235.678,177.911,347.150,161.367
6.400,-144.195,-253.648,-14.722,202.490,-235.678,177.911,347.150,167.367
6.500,-144.195,-253.648,-20.722,202.490,-235.678,177.911,347.150,161.367
6.600,-144.195,-253.648,-32.722,202.490,-235.678,177.911,347.150,149.367
6.700,-144.195,-253.648,-44.722,202.490,-235.678,177.911,347.150,137.367
6.800,-144.195,-253.648,-54.722,202.490,-235.678,177.911,347.150,127.367
6.900,-144.195,-253.648,-54.722,202.490,-235.678,177.911,347.150,127.367
7.000,-144.195,-253.648,-54.722,202.490,-235.678,177.911,347.150,127.367
7.100,-144.195,-253.648,-54.722,202.490,-235.678,177.911,347.150,127.367
7.200,-123.324,-239.949,-58.722,202.490,-235.678,177.911,325.842,123.367
7.300,-77.872,-219.448,-70.722,202.490,-235.678,177.911,280.831,111.367
7.400,-29.645,-206.575,-78.722,202.490,-235.678,177.911,233.952,103.367
7.500,-5.101,-201.977,-82.722,202.490,-235.678,177.911,210.308,99.367
7.600,-5.101,-201.977,-94.722,202.490,-235.678,177.911,210.308,87.367
7.700,-5.101,-201.977,-106.722,202.490,-235.678,177.911,210.308,75.367
7.800,-5.101,-201.977,-118.722,202.490,-235.678,177.911,210.308,63.367
7.900,-5.101,-201.977,-122.722,202.490,-235.678,177.911,210.308,59.367
8.000,-5.101,-201.977,-110.722,202.490,-235.678,177.911,210.308,71.367
8.100,-5.101,-201.977,-98.722,202.490,-235.678,177.911,210.308,83.367
8.200,-5.101,-201.977,-86.722,202.490,-235.678,177.911,210.308,95.367
8.300,-5.101,-201.977,-74.722,202.490,-235.678,177.911,210.308,107.367
8.400,-5.101,-201.977,-62.722,202.490,-235.678,177.911,210.308,119.367
8.500,36.100,-173.894,-50.722,202.490,-235.678,177.911,177.490,131.367
8.600,71.220,-138.432,-42.722,202.490,-235.678,177.911,163.367,139.367
8.700,82.516,-126.200,-42.722,202.490,-235.678,177.911,162.417,139.367
8.800,82.516,-126.200,-54.722,202.490,-235.678,177.911,162.417,127.367
8.900,82.516,-126.200,-64.722,202.490,-235.678,177.911,162.417,117.367
9.000,82.516,-126.200,-74.722,202.490,-235.678,177.911,162.417,107.367
9.100,82.516,-126.200,-82.722,202.490,-235.678,177.911,162.417,99.367
9.200,107.290,-123.036,-82.722,202.490,-235.678,177.911,147.483,99.367
9.300,140.321,-118.817,-82.722,202.490,-235.678,177.911,132.368,99.367
9.400,140.321,-118.817,-86.722,202.490,-235.678,177.911,132.368,95.367
9.500,140.321,-118.817,-96.722,202.490,-235.678,177.911,132.368,85.367
9.600,140.321,-118.817,-108.722,202.490,-235.678,177.911,132.368,73.367
9.700,178.473,-135.424,-114.722,202.490,-235.678,177.911,103.091,67.367
9.800,178.473,-135.424,-114.722,202.490,-235.678,177.911,103.091,67.367
9.900,178.473,-135.424,-116.722,202.490,-235.678,177.911,103.091,65.367
10.000,185.629,-139.677,-120.722,202.490,-235.678,177.911,97.471,61.367
10.100,214.256,-156.689,-120.722,202.490,-235.678,177.911,79.861,61.367
10.200,214.256,-156.689,-120.722,202.490,-235.678,177.911,79.861,61.367
10.300,214.256,-156.689,-122.722,202.490,-235.678,177.911,79.861,59.367
10.400,214.256,-156.689,-134.722,202.490,-235.678,177.911,79.861,47.367
10.500,214.256,-156.689,-144.722,202.490,-235.678,177.911,79.861,37.367
10.600,214.256,-156.689,-156.722,202.490,-235.678,177.911,79.861,25.367
10.700,214.256,-156.689,-168.722,202.490,-235.678,177.911,79.861,13.367
10.800,214.256,-156.689,-176.722,202.490,-235.678,177.911,79.861,5.367
10.900,214.256,-156.689,171.278,202.490,-235.678,177.911,79.861,6.633
11.000,214.256,-156.689,165.278,202.490,-235.678,177.911,79.861,12.633
11.100,214.256,-156.689,169.278,202.490,-235.678,177.911,79.861,8.633
11.200,212.707,-164.868,169.278,202.490,-235.678,177.911,71.543,8.633
11.300,203.414,-213.946,169.278,202.490,-235.678,177.911,21.751,8.633
11.400,201.865,-222.126,169.278,202.490,-235.678,177.911,13.567,8.633
11.500,201.865,-222.126,169.278,202.490,-235.678,177.911,13.567,8.633
11.600,201.865,-222.126,169.278,202.490,-235.678,177.911,13.567,8.633
