elapsed_time,walker_posx,walker_posy,walker_rotz,shadow_posx,shadow_posy,shadow_rotz,distance,angle
2.900,-202.589,-486.073,-143.836,595.763,-164.829,106.809,860.560,109.355
3.000,-202.589,-486.073,-143.836,595.763,-164.829,106.809,860.560,109.355
3.100,-202.589,-486.073,-143.836,595.763,-164.829,106.809,860.560,109.355
3.200,-202.589,-486.073,-143.836,595.763,-164.829,106.809,860.560,109.355
3.300,-184.786,-487.500,-143.836,595.763,-164.829,106.809,844.615,109.355
3.400,-149.181,-487.500,-143.836,595.763,-164.829,106.809,811.824,109.355
3.500,-113.576,-487.500,-143.836,595.763,-164.829,106.809,779.281,109.355
3.600,-77.970,-487.500,-143.836,595.763,-164.829,106.809,747.016,109.355
3.700,-38.381,-487.500,-131.848,595.763,-164.829,106.809,711.516,121.343
3.800,12.938,-487.500,-113.866,595.763,-164.829,106.809,666.184,139.325
3.900,71.406,-487.500,-95.884,595.763,-164.829,106.809,615.685,157.307
4.000,131.309,-482.168,-77.902,595.763,-164.829,106.809,562.514,175.289
4.100,186.797,-459.085,-59.920,595.763,-164.829,106.809,503.826,166.729
4.200,232.448,-420.000,-41.938,595.763,-164.829,106.809,443.971,148.747
4.300,264.278,-368.956,-26.953,595.763,-164.829,106.809,389.295,133.762
4.400,291.627,-315.172,-26.953,595.763,-164.829,106.809,339.267,133.762
4.500,318.976,-261.388,-26.953,595.763,-164.829,106.809,293.147,133.762
4.600,346.324,-207.604,-26.953,595.763,-164.829,106.809,253.080,133.762
4.700,373.673,-153.820,-26.953,595.763,-164.829,106.809,222.363,133.762
4.800,401.022,-100.036,-26.953,595.763,-164.829,106.809,205.237,133.762
4.900,428.371,-46.252,-26.953,595.763,-164.829,106.809,205.136,133.762
5.000,455.720,7.532,-26.953,595.763,-164.829,106.809,222.082,133.762
5.100,460.278,16.496,-26.953,595.763,-164.829,106.809,226.352,133.762
5.200,460.278,16.496,-26.953,595.763,-164.829,106.809,226.352,133.762
5.300,460.278,16.496,-26.953,595.763,-164.829,106.809,226.352,133.762
5.400,460.278,16.496,-26.953,595.763,-164.829,106.809,226.352,133.762
5.500,460.278,16.496,-26.953,595.763,-164.829,106.809,226.352,133.762
5.600,460.278,16.496,-26.953,595.763,-164.829,106.809,226.352,133.762
5.700,478.206,7.380,-26.953,595.763,-164.829,106.809,208.508,133.762
5.800,531.990,-19.969,-26.953,595.763,-164.829,106.809,158.277,133.762
5.900,540.954,-24.527,-26.953,595.763,-164.829,106.809,150.628,133.762
6.000,540.954,-24.527,-26.953,595.763,-164.829,106.809,150.628,133.762
6.100,585.774,-47.318,-26.953,595.763,-164.829,106.809,117.935,133.762
6.200,639.558,-74.667,-26.953,595.763,-164.829,106.809,100.236,133.762
6.300,675.414,-92.899,-26.953,595.763,-164.829,106.809,107.322,133.762
6.400,675.414,-92.899,-26.953,595.763,-164.829,106.809,107.322,133.762
6.500,675.414,-92.899,-26.953,595.763,-164.829,106.809,107.322,133.762
6.600,675.414,-92.899,-26.953,595.763,-164.829,106.809,107.322,133.762
6.700,675.414,-92.899,-26.953,595.763,-164.829,106.809,107.322,133.762
6.800,675.414,-92.899,-23.956,595.763,-164.829,106.809,107.322,130.765
6.900,675.414,-92.899,-5.974,595.763,-164.829,106.809,107.322,112.783
7.000,675.414,-92.899,12.008,595.763,-164.829,106.809,107.322,94.801
7.100,675.414,-92.899,29.990,595.763,-164.829,106.809,107.322,76.819
7.200,675.414,-92.899,47.972,595.763,-164.829,106.809,107.322,58.837
7.300,675.414,-92.899,65.954,595.763,-164.829,106.809,107.322,40.855
7.400,675.414,-92.899,83.936,595.763,-164.829,106.809,107.322,22.873
7.500,675.414,-92.899,101.918,595.763,-164.829,106.809,107.322,4.891
7.600,675.414,-92.899,119.900,595.763,-164.829,106.809,107.322,13.091
7.700,675.414,-92.899,137.882,595.763,-164.829,106.809,107.322,31.073
7.800,675.414,-92.899,146.873,595.763,-164.829,106.809,107.322,40.064
7.900,669.918,-101.321,146.873,595.763,-164.829,106.809,97.633,40.064
8.000,636.943,-151.852,146.873,595.763,-164.829,106.809,43.176,40.064
8.100,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.200,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.300,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.400,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.500,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.600,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.700,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.800,631.447,-160.274,146.873,595.763,-164.829,106.809,35.974,40.064
8.900,606.182,-143.786,146.873,595.763,-164.829,106.809,23.481,40.064
9.000,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.100,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.200,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.300,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.400,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.500,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.600,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.700,589.338,-132.795,146.873,595.763,-164.829,106.809,32.672,40.064
9.800,623.025,-154.778,146.873,595.763,-164.829,106.809,29.056,40.064
9.900,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.000,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.100,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.200,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.300,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.400,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.500,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.600,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.700,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.800,656.713,-176.761,146.873,595.763,-164.829,106.809,62.106,40.064
10.900,656.713,-176.761,137.882,595.763,-164.829,106.809,62.106,31.073
11.000,656.713,-176.761,125.894,595.763,-164.829,106.809,62.106,19.085
11.100,656.713,-176.761,125.894,595.763,-164.829,106.809,62.106,19.085
11.200,656.713,-176.761,125.894,595.763,-164.829,106.809,62.106,19.085
11.300,656.713,-176.761,125.894,595.763,-164.829,106.809,62.106,19.085
11.400,656.713,-176.761,122.897,595.763,-164.829,106.809,62.106,16.088
11.500,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
11.600,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
11.700,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
11.800,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
11.900,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.000,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.100,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.200,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.300,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.400,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.500,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.600,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.700,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.800,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
12.900,656.713,-176.761,107.912,595.763,-164.829,106.809,62.106,1.103
13.000,653.620,-167.192,107.912,595.763,-164.829,106.809,57.905,1.103
13.100,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.200,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.300,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.400,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.500,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.600,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.700,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.800,635.062,-109.779,107.912,595.763,-164.829,106.809,67.639,1.103
13.900,644.341,-138.485,107.912,595.763,-164.829,106.809,55.261,1.103
14.000,653.620,-167.192,107.912,595.763,-164.829,106.809,57.905,1.103
14.100,653.620,-167.192,107.912,595.763,-164.829,106.809,57.905,1.103
14.200,653.620,-167.192,107.912,595.763,-164.829,106.809,57.905,1.103
14.300,653.620,-167.192,107.912,595.763,-164.829,106.809,57.905,1.103
14.400,653.620,-167.192,107.912,595.763,-164.829,106.809,57.905,1.103
14.500,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
14.600,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
14.700,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
14.800,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
14.900,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.000,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.100,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.200,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.300,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.400,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.500,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.600,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.700,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.800,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
15.900,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
16.000,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
16.100,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
16.200,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
16.300,596.206,-185.749,107.912,595.763,-164.829,106.809,20.925,1.103
16.400,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
16.500,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
16.600,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
16.700,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
16.800,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
16.900,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
17.000,624.913,-176.471,107.912,595.763,-164.829,106.809,31.389,1.103
17.100,634.192,-205.177,107.912,595.763,-164.829,106.809,55.720,1.103
17.200,640.378,-224.315,107.912,595.763,-164.829,106.809,74.358,1.103
17.300,640.378,-224.315,107.912,595.763,-164.829,106.809,74.358,1.103
17.400,640.378,-224.315,107.912,595.763,-164.829,106.809,74.358,1.103
17.500,640.378,-224.315,107.912,595.763,-164.829,106.809,74.358,1.103
17.600,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
17.700,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
17.800,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
17.900,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.000,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.100,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.200,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.300,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.400,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.500,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.600,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.700,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.800,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
18.900,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.000,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.100,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.200,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.300,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.400,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.500,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.600,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.700,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.800,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
19.900,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.000,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.100,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.200,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.300,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.400,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.500,621.240,-230.501,107.912,595.763,-164.829,106.809,70.441,1.103
20.600,608.868,-192.225,107.912,595.763,-164.829,106.809,30.369,1.103
20.700,605.775,-182.656,107.912,595.763,-164.829,106.809,20.446,1.103
20.800,605.775,-182.656,107.912,595.763,-164.829,106.809,20.446,1.103
20.900,605.775,-182.656,107.912,595.763,-164.829,106.809,20.446,1.103
21.000,605.775,-182.656,107.912,595.763,-164.829,106.809,20.446,1.103
