elapsed_time,walker_posx, walker_posy, walker_rotz,shadow_posx, shadow_posy, shadow_rotz,distanceangle
5.100,541.668,600.511,7.623,249.400,-97.351,-65.391,756.592,73.015
5.200,541.668,600.511,19.623,249.400,-97.351,-65.391,756.592,85.015
5.300,541.668,600.511,31.623,249.400,-97.351,-65.391,756.592,97.015
5.400,541.668,600.511,39.623,249.400,-97.351,-65.391,756.592,105.015
5.500,541.668,600.511,51.623,249.400,-97.351,-65.391,756.592,117.015
5.600,541.668,600.511,57.623,249.400,-97.351,-65.391,756.592,123.015
5.700,541.668,600.511,57.623,249.400,-97.351,-65.391,756.592,123.015
5.800,541.668,600.511,65.623,249.400,-97.351,-65.391,756.592,131.015
5.900,541.668,600.511,75.623,249.400,-97.351,-65.391,756.592,141.015
6.000,541.668,600.511,87.623,249.400,-97.351,-65.391,756.592,153.015
6.100,500.294,596.438,99.623,249.400,-97.351,-65.391,737.760,165.015
6.200,452.321,582.721,109.623,249.400,-97.351,-65.391,709.700,175.015
6.300,407.459,560.882,119.623,249.400,-97.351,-65.391,676.944,174.985
6.400,366.576,532.302,129.623,249.400,-97.351,-65.391,640.463,164.985
6.500,331.059,497.249,137.623,249.400,-97.351,-65.391,600.181,156.985
6.600,298.701,459.197,139.623,249.400,-97.351,-65.391,558.727,154.985
6.700,267.478,420.239,143.623,249.400,-97.351,-65.391,517.905,150.985
6.800,237.853,380.022,143.623,249.400,-97.351,-65.391,477.513,150.985
6.900,207.080,340.696,139.623,249.400,-97.351,-65.391,440.086,154.985
7.000,172.998,304.203,135.623,249.400,-97.351,-65.391,408.757,158.985
7.100,136.053,270.597,131.623,249.400,-97.351,-65.391,385.011,162.985
7.200,95.648,241.288,123.623,249.400,-97.351,-65.391,371.909,170.985
7.300,53.741,214.119,121.623,249.400,-97.351,-65.391,367.826,172.985
7.400,11.208,187.928,121.623,249.400,-97.351,-65.391,371.645,172.985
7.500,-31.325,161.738,121.623,249.400,-97.351,-65.391,382.013,172.985
7.600,-73.858,135.547,121.623,249.400,-97.351,-65.391,398.419,172.985
7.700,-115.418,107.911,127.623,249.400,-97.351,-65.391,418.599,166.985
7.800,-152.107,74.147,137.623,249.400,-97.351,-65.391,436.600,156.985
7.900,-180.974,33.492,149.623,249.400,-97.351,-65.391,449.824,144.985
8.000,-201.032,-12.181,159.623,249.400,-97.351,-65.391,458.414,134.985
8.100,-218.424,-59.005,159.623,249.400,-97.351,-65.391,469.393,134.985
8.200,-235.816,-105.829,159.623,249.400,-97.351,-65.391,485.291,134.985
8.300,-252.934,-152.750,161.623,249.400,-97.351,-65.391,505.380,132.985
8.400,-262.770,-201.631,173.623,249.400,-97.351,-65.391,522.678,120.985
8.500,-263.098,-251.530,-176.377,249.400,-97.351,-65.391,535.187,110.985
8.600,-253.906,-300.536,-164.377,249.400,-97.351,-65.391,542.772,98.985
8.700,-235.250,-346.812,-154.377,249.400,-97.351,-65.391,545.084,88.985
8.800,-209.591,-389.590,-144.377,249.400,-97.351,-65.391,544.129,78.985
8.900,-176.233,-426.694,-134.377,249.400,-97.351,-65.391,538.173,68.985
9.000,-141.579,-462.634,-138.377,249.400,-97.351,-65.391,535.066,72.985
9.100,-113.249,-503.665,-150.377,249.400,-97.351,-65.391,544.615,84.985
9.200,-94.069,-549.689,-162.377,249.400,-97.351,-65.391,567.962,96.985
9.300,-84.877,-598.696,-174.377,249.400,-97.351,-65.391,602.568,108.985
9.400,-86.075,-600.511,173.623,249.400,-97.351,-65.391,604.743,120.985
9.500,-97.333,-600.511,163.623,249.400,-97.351,-65.391,611.060,130.985
9.600,-112.249,-600.511,161.623,249.400,-97.351,-65.391,619.645,132.985
9.700,-127.996,-600.511,161.623,249.400,-97.351,-65.391,628.966,132.985
9.800,-143.743,-600.511,161.623,249.400,-97.351,-65.391,638.539,132.985
9.900,-163.527,-600.511,151.623,249.400,-97.351,-65.391,650.907,142.985
10.000,-192.394,-600.511,139.623,249.400,-97.351,-65.391,669.592,154.985
10.100,-228.516,-600.511,129.623,249.400,-97.351,-65.391,693.956,164.985
10.200,-270.511,-600.511,117.623,249.400,-97.351,-65.391,723.518,176.985
10.300,-317.001,-600.511,107.623,249.400,-97.351,-65.391,757.615,173.015
10.400,-366.008,-600.511,95.623,249.400,-97.351,-65.391,794.920,161.015
10.500,-415.855,-598.551,83.623,249.400,-97.351,-65.391,832.926,149.015
10.600,-465.272,-591.275,81.623,249.400,-97.351,-65.391,868.744,147.015
10.700,-514.641,-583.711,79.623,249.400,-97.351,-65.391,905.708,145.015
10.800,-562.227,-568.820,67.623,249.400,-97.351,-65.391,938.628,133.015
10.900,-567.265,-544.361,55.623,249.400,-97.351,-65.391,930.999,121.015
11.000,-567.265,-511.402,43.623,249.400,-97.351,-65.391,915.631,109.015
11.100,-567.265,-471.385,31.623,249.400,-97.351,-65.391,898.244,97.015
11.200,-567.265,-426.057,19.623,249.400,-97.351,-65.391,880.335,85.015
11.300,-567.265,-377.401,7.623,249.400,-97.351,-65.391,863.348,73.015
11.400,-566.230,-327.543,-4.377,249.400,-97.351,-65.391,847.491,61.015
11.500,-556.394,-278.661,-16.377,249.400,-97.351,-65.391,825.941,49.015
11.600,-539.276,-231.741,-20.377,249.400,-97.351,-65.391,800.044,45.015
11.700,-521.884,-184.916,-20.377,249.400,-97.351,-65.391,776.239,45.015
11.800,-504.492,-138.092,-20.377,249.400,-97.351,-65.391,754.992,45.015
11.900,-481.564,-93.815,-32.377,249.400,-97.351,-65.391,730.972,33.015
12.000,-449.931,-55.273,-44.377,249.400,-97.351,-65.391,700.596,21.015
12.100,-410.976,-24.150,-56.377,249.400,-97.351,-65.391,664.421,9.015
12.200,-366.401,-1.806,-68.377,249.400,-97.351,-65.391,623.170,2.985
12.300,-318.155,10.782,-80.377,249.400,-97.351,-65.391,577.765,14.985
12.400,-268.346,13.065,-92.377,249.400,-97.351,-65.391,529.389,26.985
12.500,-219.151,4.941,-104.377,249.400,-97.351,-65.391,479.587,38.985
12.600,-172.720,-13.233,-116.377,249.400,-97.351,-65.391,430.420,50.985
12.700,-130.284,-39.452,-126.377,249.400,-97.351,-65.391,384.073,60.985
12.800,-93.621,-73.296,-136.377,249.400,-97.351,-65.391,343.864,70.985
12.900,-58.376,-108.595,-130.377,249.400,-97.351,-65.391,307.982,64.985
13.000,-16.738,-136.026,-118.377,249.400,-97.351,-65.391,268.934,52.985
13.100,29.693,-154.200,-106.377,249.400,-97.351,-65.391,226.943,40.985
13.200,78.823,-162.901,-96.377,249.400,-97.351,-65.391,182.739,30.985
13.300,128.734,-164.391,-90.377,249.400,-97.351,-65.391,138.039,24.985
13.400,178.433,-160.372,-80.377,249.400,-97.351,-65.391,94.910,14.985
13.500,226.211,-146.108,-68.377,249.400,-97.351,-65.391,53.991,2.985
13.600,269.978,-122.222,-56.377,249.400,-97.351,-65.391,32.280,9.015
13.700,307.823,-89.758,-44.377,249.400,-97.351,-65.391,58.914,21.015
13.800,329.164,-64.213,-38.377,249.400,-97.351,-65.391,86.374,27.015
13.900,329.164,-64.213,-38.377,249.400,-97.351,-65.391,86.374,27.015
14.000,329.164,-64.213,-42.377,249.400,-97.351,-65.391,86.374,23.015
14.100,329.164,-64.213,-50.377,249.400,-97.351,-65.391,86.374,15.015
14.200,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
14.300,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
14.400,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
14.500,329.164,-64.213,-62.377,249.400,-97.351,-65.391,86.374,3.015
14.600,329.164,-64.213,-64.377,249.400,-97.351,-65.391,86.374,1.015
14.700,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
14.800,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
14.900,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
15.000,329.164,-64.213,-60.377,249.400,-97.351,-65.391,86.374,5.015
15.100,307.454,-76.558,-60.377,249.400,-97.351,-65.391,61.665,5.015
15.200,264.032,-101.249,-60.377,249.400,-97.351,-65.391,15.142,5.015
15.300,220.611,-125.939,-60.377,249.400,-97.351,-65.391,40.572,5.015
15.400,206.137,-134.169,-60.377,249.400,-97.351,-65.391,56.809,5.015
15.500,206.137,-134.169,-60.377,249.400,-97.351,-65.391,56.809,5.015
15.600,206.137,-134.169,-60.377,249.400,-97.351,-65.391,56.809,5.015
15.700,206.137,-134.169,-60.377,249.400,-97.351,-65.391,56.809,5.015
15.800,206.137,-134.169,-60.377,249.400,-97.351,-65.391,56.809,5.015
15.900,206.137,-134.169,-60.377,249.400,-97.351,-65.391,56.809,5.015
16.000,227.848,-121.824,-60.377,249.400,-97.351,-65.391,32.610,5.015
16.100,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.200,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.300,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.400,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.500,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.600,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.700,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.800,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
16.900,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
17.000,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
17.100,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
17.200,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
17.300,249.559,-109.479,-60.377,249.400,-97.351,-65.391,12.129,5.015
