elapsed_sec,walker_x,walker_y,walker_rotZ,shadow_x,shadow_y,shadow_rotZ,pos_distance,rot_diff_deg
4.800,-207.873,122.848,37.146,-92.386,281.144,-70.893,195.946,108.039
4.900,-238.036,162.663,37.146,-92.386,281.144,-70.893,187.754,108.039
5.000,-252.647,182.914,33.146,-92.386,281.144,-70.893,187.971,104.039
5.100,-252.647,182.914,21.146,-92.386,281.144,-70.893,187.971,92.039
5.200,-252.647,182.914,11.146,-92.386,281.144,-70.893,187.971,82.039
5.300,-252.647,182.914,-0.854,-92.386,281.144,-70.893,187.971,70.039
5.400,-252.647,182.914,-12.854,-92.386,281.144,-70.893,187.971,58.039
5.500,-252.647,182.914,-24.854,-92.386,281.144,-70.893,187.971,46.039
5.600,-242.897,196.407,-36.854,-92.386,281.144,-70.893,172.725,34.039
5.700,-211.561,235.305,-38.854,-92.386,281.144,-70.893,127.687,32.039
5.800,-190.671,261.237,-38.854,-92.386,281.144,-70.893,100.280,32.039
5.900,-190.671,261.237,-38.854,-92.386,281.144,-70.893,100.280,32.039
6.000,-190.671,261.237,-40.854,-92.386,281.144,-70.893,100.280,30.039
6.100,-190.671,261.237,-52.854,-92.386,281.144,-70.893,100.280,18.039
6.200,-190.671,261.237,-62.854,-92.386,281.144,-70.893,100.280,8.039
6.300,-190.671,261.237,-72.854,-92.386,281.144,-70.893,100.280,1.961
6.400,-190.671,261.237,-80.854,-92.386,281.144,-70.893,100.280,9.961
6.500,-190.671,261.237,-80.854,-92.386,281.144,-70.893,100.280,9.961
6.600,-190.671,261.237,-80.854,-92.386,281.144,-70.893,100.280,9.961
6.700,-149.575,267.854,-80.854,-92.386,281.144,-70.893,58.713,9.961
6.800,-108.479,274.470,-80.854,-92.386,281.144,-70.893,17.422,9.961
6.900,-108.479,274.470,-80.854,-92.386,281.144,-70.893,17.422,9.961
7.000,-108.479,274.470,-80.854,-92.386,281.144,-70.893,17.422,9.961
7.100,-108.479,274.470,-80.854,-92.386,281.144,-70.893,17.422,9.961
7.200,-108.479,274.470,-80.854,-92.386,281.144,-70.893,17.422,9.961
