elapsed_sec,walker_x,walker_y,walker_rotZ,shadow_x,shadow_y,shadow_rotZ,pos_distance,rot_diff_deg
18.400,219.178,-424.387,53.039,268.035,-408.811,51.415,51.280,1.624
18.500,219.178,-424.387,53.039,268.035,-408.811,51.415,51.280,1.624
18.600,219.178,-424.387,53.039,268.035,-408.811,51.415,51.280,1.624
18.700,219.178,-424.387,53.039,268.035,-408.811,51.415,51.280,1.624
18.800,219.178,-424.387,53.039,268.035,-408.811,51.415,51.280,1.624
18.900,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.000,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.100,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.200,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.300,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.400,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.500,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.600,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.700,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.800,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
19.900,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.000,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.100,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.200,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.300,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.400,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.500,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.600,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.700,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.800,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
20.900,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
21.000,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
21.100,219.178,-407.917,53.039,268.035,-408.811,51.415,48.865,1.624
21.200,219.178,-407.917,65.039,268.035,-408.811,51.415,48.865,13.624
21.300,219.178,-407.917,77.039,268.035,-408.811,51.415,48.865,25.624
21.400,219.178,-407.917,89.039,268.035,-408.811,51.415,48.865,37.624
21.500,219.178,-407.917,97.039,268.035,-408.811,51.415,48.865,45.624
21.600,219.178,-407.917,105.039,268.035,-408.811,51.415,48.865,53.624
21.700,219.178,-407.917,117.039,268.035,-408.811,51.415,48.865,65.624
21.800,219.178,-407.917,129.039,268.035,-408.811,51.415,48.865,77.624
21.900,219.178,-407.917,129.039,268.035,-408.811,51.415,48.865,77.624
22.000,219.178,-407.917,129.039,268.035,-408.811,51.415,48.865,77.624
22.100,219.178,-407.917,135.039,268.035,-408.811,51.415,48.865,83.624
22.200,219.178,-407.917,147.039,268.035,-408.811,51.415,48.865,95.624
22.300,219.178,-407.917,159.039,268.035,-408.811,51.415,48.865,107.624
22.400,219.178,-407.917,169.039,268.035,-408.811,51.415,48.865,117.624
22.500,219.178,-407.917,169.039,268.035,-408.811,51.415,48.865,117.624
22.600,219.178,-407.917,169.039,268.035,-408.811,51.415,48.865,117.624
22.700,219.178,-407.917,-178.961,268.035,-408.811,51.415,48.865,129.624
22.800,219.178,-407.917,-166.961,268.035,-408.811,51.415,48.865,141.624
22.900,219.178,-407.917,-156.961,268.035,-408.811,51.415,48.865,151.624
23.000,219.178,-407.917,-156.961,268.035,-408.811,51.415,48.865,151.624
23.100,219.178,-407.917,-156.961,268.035,-408.811,51.415,48.865,151.624
23.200,219.178,-407.917,-152.961,268.035,-408.811,51.415,48.865,155.624
23.300,219.178,-407.917,-140.961,268.035,-408.811,51.415,48.865,167.624
23.400,219.178,-407.917,-130.961,268.035,-408.811,51.415,48.865,177.624
23.500,219.178,-407.917,-130.961,268.035,-408.811,51.415,48.865,177.624
23.600,225.465,-413.374,-130.961,268.035,-408.811,51.415,42.814,177.624
23.700,263.185,-422.457,-130.961,268.035,-408.811,51.415,14.483,177.624
23.800,282.597,-422.457,-120.961,268.035,-408.811,51.415,19.957,172.376
23.900,282.597,-422.457,-108.961,268.035,-408.811,51.415,19.957,160.376
24.000,282.597,-422.457,-96.961,268.035,-408.811,51.415,19.957,148.376
24.100,282.597,-422.457,-84.961,268.035,-408.811,51.415,19.957,136.376
24.200,282.597,-422.457,-74.961,268.035,-408.811,51.415,19.957,126.376
24.300,282.597,-422.457,-74.961,268.035,-408.811,51.415,19.957,126.376
24.400,282.597,-422.457,-68.961,268.035,-408.811,51.415,19.957,120.376
24.500,282.597,-422.457,-56.961,268.035,-408.811,51.415,19.957,108.376
24.600,282.597,-422.457,-44.961,268.035,-408.811,51.415,19.957,96.376
24.700,282.597,-422.457,-34.961,268.035,-408.811,51.415,19.957,86.376
24.800,282.597,-422.457,-32.961,268.035,-408.811,51.415,19.957,84.376
24.900,282.597,-422.457,-32.961,268.035,-408.811,51.415,19.957,84.376
25.000,282.597,-422.457,-22.961,268.035,-408.811,51.415,19.957,74.376
25.100,282.597,-422.457,-8.961,268.035,-408.811,51.415,19.957,60.376
25.200,282.597,-422.457,3.039,268.035,-408.811,51.415,19.957,48.376
25.300,282.597,-422.457,7.039,268.035,-408.811,51.415,19.957,44.376
25.400,282.597,-422.457,7.039,268.035,-408.811,51.415,19.957,44.376
25.500,282.597,-422.457,17.039,268.035,-408.811,51.415,19.957,34.376
25.600,282.597,-422.457,27.039,268.035,-408.811,51.415,19.957,24.376
25.700,282.597,-422.457,37.039,268.035,-408.811,51.415,19.957,14.376
25.800,282.597,-422.457,45.039,268.035,-408.811,51.415,19.957,6.376
25.900,282.597,-422.457,53.039,268.035,-408.811,51.415,19.957,1.624
26.000,282.597,-422.457,55.039,268.035,-408.811,51.415,19.957,3.624
26.100,282.597,-422.457,59.039,268.035,-408.811,51.415,19.957,7.624
